V4_1,Data Marking,calendar-years,time,admin-geography,geography,week-number,week,recorded-deaths,deaths
1597,,2012,2012,E12000008,South East,week-6,Week 06,total-registered-deaths,Total registered deaths
1204,,2012,2012,E12000002,North West,week-30,Week 30,total-registered-deaths,Total registered deaths
735,,2012,2012,E12000004,East Midlands,week-37,Week 37,total-registered-deaths,Total registered deaths
1002,,2012,2012,E12000005,West Midlands,week-1,Week 01,total-registered-deaths,Total registered deaths
985,,2012,2012,E12000005,West Midlands,week-11,Week 11,total-registered-deaths,Total registered deaths
895,,2015,2015,E12000009,South West,week-32,Week 32,total-registered-deaths,Total registered deaths
9334,,2017,2017,K04000001,England and Wales,week-26,Week 26,total-registered-deaths,Total registered deaths
1109,,2016,2016,E12000003,Yorkshire and The Humber,week-5,Week 05,total-registered-deaths,Total registered deaths
954,,2016,2016,E12000004,East Midlands,week-5,Week 05,total-registered-deaths,Total registered deaths
715,,2016,2016,E12000005,West Midlands,week-52,Week 52,total-registered-deaths,Total registered deaths
611,,2016,2016,W92000004,Wales,week-20,Week 20,total-registered-deaths,Total registered deaths
10117,,2012,2012,K04000001,England and Wales,week-5,Week 05,total-registered-deaths,Total registered deaths
10238,,2012,2012,K04000001,England and Wales,week-17,Week 17,total-registered-deaths,Total registered deaths
796,,2012,2012,E12000007,London,week-27,Week 27,total-registered-deaths,Total registered deaths
844,,2012,2012,E12000007,London,week-34,Week 34,total-registered-deaths,Total registered deaths
949,,2015,2015,E12000007,London,week-20,Week 20,total-registered-deaths,Total registered deaths
1423,,2015,2015,E12000008,South East,week-37,Week 37,total-registered-deaths,Total registered deaths
1284,,2016,2016,E12000003,Yorkshire and The Humber,week-1,Week 01,total-registered-deaths,Total registered deaths
1083,,2016,2016,E12000003,Yorkshire and The Humber,week-7,Week 07,total-registered-deaths,Total registered deaths
1031,,2017,2017,E12000009,South West,week-28,Week 28,total-registered-deaths,Total registered deaths
1001,,2017,2017,E12000009,South West,week-34,Week 34,total-registered-deaths,Total registered deaths
546,,2017,2017,W92000004,Wales,week-26,Week 26,total-registered-deaths,Total registered deaths
1678,,2017,2017,E12000008,South East,week-17,Week 17,total-registered-deaths,Total registered deaths
1039,,2016,2016,E12000007,London,week-13,Week 13,total-registered-deaths,Total registered deaths
1630,,2016,2016,E12000008,South East,week-44,Week 44,total-registered-deaths,Total registered deaths
1051,,2012,2012,E12000005,West Midlands,week-17,Week 17,total-registered-deaths,Total registered deaths
9386,,2016,2016,K04000001,England and Wales,week-24,Week 24,total-registered-deaths,Total registered deaths
942,,2016,2016,E12000003,Yorkshire and The Humber,week-36,Week 36,total-registered-deaths,Total registered deaths
1045,,2017,2017,E12000004,East Midlands,week-5,Week 05,total-registered-deaths,Total registered deaths
1153,,2017,2017,E12000007,London,week-51,Week 51,total-registered-deaths,Total registered deaths
814,,2017,2017,E12000004,East Midlands,week-38,Week 38,total-registered-deaths,Total registered deaths
858,,2017,2017,E12000007,London,week-32,Week 32,total-registered-deaths,Total registered deaths
1000,,2015,2015,E12000009,South West,week-34,Week 34,total-registered-deaths,Total registered deaths
10413,,2016,2016,K04000001,England and Wales,week-17,Week 17,total-registered-deaths,Total registered deaths
1316,,2017,2017,E12000008,South East,week-15,Week 15,total-registered-deaths,Total registered deaths
1000,,2015,2015,E12000009,South West,week-31,Week 31,total-registered-deaths,Total registered deaths
1062,,2012,2012,E12000006,East of England,week-51,Week 51,total-registered-deaths,Total registered deaths
631,,2017,2017,E12000001,North East,week-5,Week 05,total-registered-deaths,Total registered deaths
456,,2016,2016,E12000001,North East,week-52,Week 52,total-registered-deaths,Total registered deaths
1649,,2017,2017,E12000008,South East,week-49,Week 49,total-registered-deaths,Total registered deaths
1137,,2017,2017,E12000006,East of England,week-17,Week 17,total-registered-deaths,Total registered deaths
9365,,2016,2016,K04000001,England and Wales,week-25,Week 25,total-registered-deaths,Total registered deaths
938,,2016,2016,E12000005,West Midlands,week-40,Week 40,total-registered-deaths,Total registered deaths
1092,,2012,2012,E12000009,South West,week-17,Week 17,total-registered-deaths,Total registered deaths
1234,,2017,2017,E12000005,West Midlands,week-6,Week 06,total-registered-deaths,Total registered deaths
1484,,2017,2017,E12000006,East of England,week-3,Week 03,total-registered-deaths,Total registered deaths
1204,,2017,2017,E12000009,South West,week-50,Week 50,total-registered-deaths,Total registered deaths
1079,,2016,2016,E12000006,East of England,week-13,Week 13,total-registered-deaths,Total registered deaths
1034,,2016,2016,E12000006,East of England,week-43,Week 43,total-registered-deaths,Total registered deaths
812,,2017,2017,E12000004,East Midlands,week-16,Week 16,total-registered-deaths,Total registered deaths
858,,2016,2016,E12000007,London,week-24,Week 24,total-registered-deaths,Total registered deaths
539,,2016,2016,E12000001,North East,week-16,Week 16,total-registered-deaths,Total registered deaths
936,,2012,2012,E12000009,South West,week-34,Week 34,total-registered-deaths,Total registered deaths
836,,2012,2012,E12000004,East Midlands,week-47,Week 47,total-registered-deaths,Total registered deaths
869,,2012,2012,E12000004,East Midlands,week-3,Week 03,total-registered-deaths,Total registered deaths
1154,,2016,2016,E12000009,South West,week-47,Week 47,total-registered-deaths,Total registered deaths
988,,2016,2016,E12000006,East of England,week-29,Week 29,total-registered-deaths,Total registered deaths
950,,2016,2016,E12000006,East of England,week-27,Week 27,total-registered-deaths,Total registered deaths
957,,2017,2017,E12000003,Yorkshire and The Humber,week-39,Week 39,total-registered-deaths,Total registered deaths
936,,2017,2017,E12000005,West Midlands,week-33,Week 33,total-registered-deaths,Total registered deaths
1088,,2017,2017,E12000005,West Midlands,week-21,Week 21,total-registered-deaths,Total registered deaths
983,,2016,2016,E12000005,West Midlands,week-31,Week 31,total-registered-deaths,Total registered deaths
998,,2016,2016,E12000006,East of England,week-37,Week 37,total-registered-deaths,Total registered deaths
1013,,2016,2016,E12000006,East of England,week-30,Week 30,total-registered-deaths,Total registered deaths
1196,,2017,2017,E12000002,North West,week-29,Week 29,total-registered-deaths,Total registered deaths
1190,,2017,2017,E12000004,East Midlands,week-3,Week 03,total-registered-deaths,Total registered deaths
1088,,2012,2012,E12000008,South East,week-35,Week 35,total-registered-deaths,Total registered deaths
909,,2012,2012,E12000005,West Midlands,week-33,Week 33,total-registered-deaths,Total registered deaths
812,,2012,2012,E12000005,West Midlands,week-35,Week 35,total-registered-deaths,Total registered deaths
738,,2017,2017,E12000001,North East,week-2,Week 02,total-registered-deaths,Total registered deaths
855,,2012,2012,E12000007,London,week-40,Week 40,total-registered-deaths,Total registered deaths
580,,2016,2016,W92000004,Wales,week-31,Week 31,total-registered-deaths,Total registered deaths
8865,,2012,2012,K04000001,England and Wales,week-39,Week 39,total-registered-deaths,Total registered deaths
856,,2016,2016,E12000003,Yorkshire and The Humber,week-39,Week 39,total-registered-deaths,Total registered deaths
1192,,2015,2015,E12000009,South West,week-12,Week 12,total-registered-deaths,Total registered deaths
642,,2017,2017,W92000004,Wales,week-14,Week 14,total-registered-deaths,Total registered deaths
520,,2016,2016,E12000001,North East,week-41,Week 41,total-registered-deaths,Total registered deaths
465,,2016,2016,E12000001,North East,week-40,Week 40,total-registered-deaths,Total registered deaths
971,,2016,2016,E12000007,London,week-19,Week 19,total-registered-deaths,Total registered deaths
582,,2016,2016,E12000001,North East,week-9,Week 09,total-registered-deaths,Total registered deaths
1424,,2016,2016,E12000009,South West,week-1,Week 01,total-registered-deaths,Total registered deaths
1014,,2012,2012,E12000005,West Midlands,week-50,Week 50,total-registered-deaths,Total registered deaths
966,,2016,2016,E12000006,East of England,week-25,Week 25,total-registered-deaths,Total registered deaths
841,,2017,2017,E12000004,East Midlands,week-25,Week 25,total-registered-deaths,Total registered deaths
902,,2017,2017,E12000005,West Midlands,week-18,Week 18,total-registered-deaths,Total registered deaths
1473,,2017,2017,E12000008,South East,week-25,Week 25,total-registered-deaths,Total registered deaths
877,,2015,2015,E12000009,South West,week-52,Week 52,total-registered-deaths,Total registered deaths
979,,2017,2017,E12000009,South West,week-29,Week 29,total-registered-deaths,Total registered deaths
546,,2016,2016,E12000001,North East,week-45,Week 45,total-registered-deaths,Total registered deaths
1065,,2015,2015,E12000009,South West,week-37,Week 37,total-registered-deaths,Total registered deaths
13045,,2016,2016,K04000001,England and Wales,week-1,Week 01,total-registered-deaths,Total registered deaths
888,,2012,2012,E12000007,London,week-22,Week 22,total-registered-deaths,Total registered deaths
512,,2017,2017,E12000001,North East,week-36,Week 36,total-registered-deaths,Total registered deaths
1148,,2017,2017,E12000006,East of England,week-47,Week 47,total-registered-deaths,Total registered deaths
793,,2016,2016,E12000004,East Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
1305,,2017,2017,E12000008,South East,week-52,Week 52,total-registered-deaths,Total registered deaths
7923,,2016,2016,K04000001,England and Wales,week-35,Week 35,total-registered-deaths,Total registered deaths
847,,2016,2016,E12000007,London,week-29,Week 29,total-registered-deaths,Total registered deaths
8589,,2013,2013,K04000001,England and Wales,week-26,Week 26,total-registered-deaths,Total registered deaths
813,,2017,2017,E12000006,East of England,week-22,Week 22,total-registered-deaths,Total registered deaths
687,,2017,2017,W92000004,Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
934,,2017,2017,E12000007,London,week-42,Week 42,total-registered-deaths,Total registered deaths
831,,2016,2016,E12000007,London,week-25,Week 25,total-registered-deaths,Total registered deaths
652,,2016,2016,W92000004,Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
1048,,2016,2016,E12000006,East of England,week-44,Week 44,total-registered-deaths,Total registered deaths
850,,2017,2017,E12000004,East Midlands,week-44,Week 44,total-registered-deaths,Total registered deaths
435,,2016,2016,E12000001,North East,week-38,Week 38,total-registered-deaths,Total registered deaths
478,,2012,2012,W92000004,Wales,week-35,Week 35,total-registered-deaths,Total registered deaths
924,,2012,2012,E12000007,London,week-21,Week 21,total-registered-deaths,Total registered deaths
7617,,2012,2012,K04000001,England and Wales,week-35,Week 35,total-registered-deaths,Total registered deaths
853,,2012,2012,E12000004,East Midlands,week-24,Week 24,total-registered-deaths,Total registered deaths
1176,,2016,2016,E12000006,East of England,week-48,Week 48,total-registered-deaths,Total registered deaths
979,,2016,2016,E12000006,East of England,week-38,Week 38,total-registered-deaths,Total registered deaths
1198,,2017,2017,E12000007,London,week-4,Week 04,total-registered-deaths,Total registered deaths
1001,,2017,2017,E12000005,West Midlands,week-37,Week 37,total-registered-deaths,Total registered deaths
1042,,2017,2017,E12000007,London,week-50,Week 50,total-registered-deaths,Total registered deaths
1710,,2016,2016,E12000008,South East,week-3,Week 03,total-registered-deaths,Total registered deaths
1006,,2017,2017,E12000003,Yorkshire and The Humber,week-44,Week 44,total-registered-deaths,Total registered deaths
1542,,2016,2016,E12000008,South East,week-12,Week 12,total-registered-deaths,Total registered deaths
1127,,2016,2016,E12000006,East of England,week-45,Week 45,total-registered-deaths,Total registered deaths
1384,,2017,2017,E12000006,East of England,week-5,Week 05,total-registered-deaths,Total registered deaths
1393,,2012,2012,E12000008,South East,week-45,Week 45,total-registered-deaths,Total registered deaths
990,,2012,2012,E12000005,West Midlands,week-43,Week 43,total-registered-deaths,Total registered deaths
610,,2017,2017,E12000001,North East,week-7,Week 07,total-registered-deaths,Total registered deaths
973,,2012,2012,E12000006,East of England,week-45,Week 45,total-registered-deaths,Total registered deaths
1336,,2012,2012,E12000008,South East,week-32,Week 32,total-registered-deaths,Total registered deaths
11086,,2012,2012,K04000001,England and Wales,week-8,Week 08,total-registered-deaths,Total registered deaths
786,,2012,2012,E12000004,East Midlands,week-19,Week 19,total-registered-deaths,Total registered deaths
9291,,2016,2016,K04000001,England and Wales,week-40,Week 40,total-registered-deaths,Total registered deaths
884,,2016,2016,E12000007,London,week-21,Week 21,total-registered-deaths,Total registered deaths
593,,2015,2015,W92000004,Wales,week-44,Week 44,total-registered-deaths,Total registered deaths
1242,,2016,2016,E12000002,North West,week-28,Week 28,total-registered-deaths,Total registered deaths
1138,,2016,2016,E12000002,North West,week-22,Week 22,total-registered-deaths,Total registered deaths
809,,2016,2016,W92000004,Wales,week-1,Week 01,total-registered-deaths,Total registered deaths
801,,2016,2016,E12000007,London,week-32,Week 32,total-registered-deaths,Total registered deaths
547,,2016,2016,E12000001,North East,week-19,Week 19,total-registered-deaths,Total registered deaths
971,,2016,2016,E12000006,East of England,week-26,Week 26,total-registered-deaths,Total registered deaths
792,,2012,2012,E12000005,West Midlands,week-52,Week 52,total-registered-deaths,Total registered deaths
1318,,2017,2017,E12000005,West Midlands,week-51,Week 51,total-registered-deaths,Total registered deaths
648,,2015,2015,W92000004,Wales,week-23,Week 23,total-registered-deaths,Total registered deaths
871,,2017,2017,E12000007,London,week-37,Week 37,total-registered-deaths,Total registered deaths
1493,,2017,2017,E12000008,South East,week-37,Week 37,total-registered-deaths,Total registered deaths
615,,2017,2017,W92000004,Wales,week-20,Week 20,total-registered-deaths,Total registered deaths
1327,,2016,2016,E12000002,North West,week-20,Week 20,total-registered-deaths,Total registered deaths
680,,2015,2015,W92000004,Wales,week-12,Week 12,total-registered-deaths,Total registered deaths
1123,,2017,2017,E12000003,Yorkshire and The Humber,week-9,Week 09,total-registered-deaths,Total registered deaths
631,,2016,2016,E12000001,North East,week-4,Week 04,total-registered-deaths,Total registered deaths
1297,,2012,2012,E12000008,South East,week-26,Week 26,total-registered-deaths,Total registered deaths
1240,,2016,2016,E12000006,East of England,week-9,Week 09,total-registered-deaths,Total registered deaths
923,,2017,2017,E12000007,London,week-40,Week 40,total-registered-deaths,Total registered deaths
9070,,2016,2016,K04000001,England and Wales,week-33,Week 33,total-registered-deaths,Total registered deaths
7688,,2013,2013,K04000001,England and Wales,week-35,Week 35,total-registered-deaths,Total registered deaths
936,,2016,2016,E12000003,Yorkshire and The Humber,week-26,Week 26,total-registered-deaths,Total registered deaths
467,,2012,2012,E12000001,North East,week-41,Week 41,total-registered-deaths,Total registered deaths
970,,2017,2017,E12000006,East of England,week-29,Week 29,total-registered-deaths,Total registered deaths
11285,,2016,2016,K04000001,England and Wales,week-9,Week 09,total-registered-deaths,Total registered deaths
500,,2016,2016,W92000004,Wales,week-22,Week 22,total-registered-deaths,Total registered deaths
1916,,2017,2017,E12000008,South East,week-6,Week 06,total-registered-deaths,Total registered deaths
1082,,2016,2016,E12000009,South West,week-21,Week 21,total-registered-deaths,Total registered deaths
1327,,2017,2017,E12000006,East of England,week-8,Week 08,total-registered-deaths,Total registered deaths
987,,2016,2016,E12000007,London,week-47,Week 47,total-registered-deaths,Total registered deaths
561,,2016,2016,E12000001,North East,week-50,Week 50,total-registered-deaths,Total registered deaths
1419,,2012,2012,E12000002,North West,week-10,Week 10,total-registered-deaths,Total registered deaths
609,,2012,2012,W92000004,Wales,week-44,Week 44,total-registered-deaths,Total registered deaths
1326,,2012,2012,E12000008,South East,week-14,Week 14,total-registered-deaths,Total registered deaths
1048,,2016,2016,E12000007,London,week-2,Week 02,total-registered-deaths,Total registered deaths
1086,,2012,2012,E12000005,West Midlands,week-8,Week 08,total-registered-deaths,Total registered deaths
831,,2016,2016,E12000007,London,week-33,Week 33,total-registered-deaths,Total registered deaths
1707,,2016,2016,E12000008,South East,week-8,Week 08,total-registered-deaths,Total registered deaths
1038,,2017,2017,E12000007,London,week-47,Week 47,total-registered-deaths,Total registered deaths
783,,2017,2017,E12000007,London,week-30,Week 30,total-registered-deaths,Total registered deaths
1468,,2017,2017,E12000008,South East,week-39,Week 39,total-registered-deaths,Total registered deaths
1128,,2016,2016,E12000009,South West,week-17,Week 17,total-registered-deaths,Total registered deaths
1045,,2017,2017,E12000003,Yorkshire and The Humber,week-48,Week 48,total-registered-deaths,Total registered deaths
774,,2016,2016,E12000006,East of England,week-52,Week 52,total-registered-deaths,Total registered deaths
766,,2017,2017,E12000007,London,week-35,Week 35,total-registered-deaths,Total registered deaths
1059,,2012,2012,E12000006,East of England,week-48,Week 48,total-registered-deaths,Total registered deaths
604,,2012,2012,W92000004,Wales,week-33,Week 33,total-registered-deaths,Total registered deaths
482,,2017,2017,E12000001,North East,week-34,Week 34,total-registered-deaths,Total registered deaths
1668,,2012,2012,E12000008,South East,week-7,Week 07,total-registered-deaths,Total registered deaths
1127,,2012,2012,E12000007,London,week-7,Week 07,total-registered-deaths,Total registered deaths
1443,,2012,2012,E12000008,South East,week-42,Week 42,total-registered-deaths,Total registered deaths
459,,2012,2012,E12000001,North East,week-45,Week 45,total-registered-deaths,Total registered deaths
1242,,2016,2016,E12000008,South East,week-22,Week 22,total-registered-deaths,Total registered deaths
8003,,2016,2016,K04000001,England and Wales,week-52,Week 52,total-registered-deaths,Total registered deaths
9367,,2017,2017,K04000001,England and Wales,week-24,Week 24,total-registered-deaths,Total registered deaths
1097,,2016,2016,E12000003,Yorkshire and The Humber,week-10,Week 10,total-registered-deaths,Total registered deaths
8977,,2012,2012,K04000001,England and Wales,week-34,Week 34,total-registered-deaths,Total registered deaths
1396,,2016,2016,E12000005,West Midlands,week-1,Week 01,total-registered-deaths,Total registered deaths
1031,,2016,2016,E12000009,South West,week-27,Week 27,total-registered-deaths,Total registered deaths
941,,2016,2016,E12000007,London,week-46,Week 46,total-registered-deaths,Total registered deaths
1149,,2016,2016,E12000005,West Midlands,week-51,Week 51,total-registered-deaths,Total registered deaths
1834,,2017,2017,E12000008,South East,week-8,Week 08,total-registered-deaths,Total registered deaths
1047,,2012,2012,E12000006,East of England,week-4,Week 04,total-registered-deaths,Total registered deaths
9984,,2017,2017,K04000001,England and Wales,week-44,Week 44,total-registered-deaths,Total registered deaths
542,,2017,2017,W92000004,Wales,week-36,Week 36,total-registered-deaths,Total registered deaths
1444,,2016,2016,E12000002,North West,week-50,Week 50,total-registered-deaths,Total registered deaths
1961,,2017,2017,E12000008,South East,week-51,Week 51,total-registered-deaths,Total registered deaths
1160,,2016,2016,E12000006,East of England,week-5,Week 05,total-registered-deaths,Total registered deaths
1028,,2017,2017,E12000006,East of England,week-26,Week 26,total-registered-deaths,Total registered deaths
588,,2015,2015,W92000004,Wales,week-22,Week 22,total-registered-deaths,Total registered deaths
606,,2016,2016,E12000001,North East,week-14,Week 14,total-registered-deaths,Total registered deaths
891,,2016,2016,E12000005,West Midlands,week-12,Week 12,total-registered-deaths,Total registered deaths
1311,,2012,2012,E12000008,South East,week-29,Week 29,total-registered-deaths,Total registered deaths
1131,,2016,2016,E12000006,East of England,week-47,Week 47,total-registered-deaths,Total registered deaths
1497,,2017,2017,E12000008,South East,week-41,Week 41,total-registered-deaths,Total registered deaths
1748,,2016,2016,E12000002,North West,week-1,Week 01,total-registered-deaths,Total registered deaths
1171,,2013,2013,E12000002,North West,week-34,Week 34,total-registered-deaths,Total registered deaths
1150,,2017,2017,E12000006,East of England,week-11,Week 11,total-registered-deaths,Total registered deaths
1255,,2012,2012,E12000002,North West,week-19,Week 19,total-registered-deaths,Total registered deaths
1228,,2017,2017,E12000009,South West,week-1,Week 01,total-registered-deaths,Total registered deaths
467,,2016,2016,E12000001,North East,week-31,Week 31,total-registered-deaths,Total registered deaths
578,,2016,2016,W92000004,Wales,week-24,Week 24,total-registered-deaths,Total registered deaths
1539,,2017,2017,E12000008,South East,week-43,Week 43,total-registered-deaths,Total registered deaths
717,,2016,2016,W92000004,Wales,week-4,Week 04,total-registered-deaths,Total registered deaths
11075,,2013,2013,K04000001,England and Wales,week-3,Week 03,total-registered-deaths,Total registered deaths
1497,,2016,2016,E12000008,South East,week-26,Week 26,total-registered-deaths,Total registered deaths
1107,,2016,2016,E12000003,Yorkshire and The Humber,week-9,Week 09,total-registered-deaths,Total registered deaths
872,,2012,2012,E12000003,Yorkshire and The Humber,week-33,Week 33,total-registered-deaths,Total registered deaths
1646,,2016,2016,E12000008,South East,week-19,Week 19,total-registered-deaths,Total registered deaths
1487,,2012,2012,E12000008,South East,week-18,Week 18,total-registered-deaths,Total registered deaths
935,,2012,2012,E12000005,West Midlands,week-13,Week 13,total-registered-deaths,Total registered deaths
933,,2016,2016,E12000007,London,week-50,Week 50,total-registered-deaths,Total registered deaths
982,,2017,2017,E12000009,South West,week-32,Week 32,total-registered-deaths,Total registered deaths
1414,,2016,2016,E12000008,South East,week-30,Week 30,total-registered-deaths,Total registered deaths
1738,,2017,2017,E12000008,South East,week-10,Week 10,total-registered-deaths,Total registered deaths
1419,,2017,2017,E12000009,South West,week-2,Week 02,total-registered-deaths,Total registered deaths
734,,2016,2016,W92000004,Wales,week-10,Week 10,total-registered-deaths,Total registered deaths
840,,2017,2017,E12000003,Yorkshire and The Humber,week-52,Week 52,total-registered-deaths,Total registered deaths
643,,2016,2016,W92000004,Wales,week-48,Week 48,total-registered-deaths,Total registered deaths
608,,2012,2012,W92000004,Wales,week-47,Week 47,total-registered-deaths,Total registered deaths
9335,,2016,2016,K04000001,England and Wales,week-30,Week 30,total-registered-deaths,Total registered deaths
920,,2012,2012,E12000007,London,week-43,Week 43,total-registered-deaths,Total registered deaths
595,,2017,2017,E12000001,North East,week-50,Week 50,total-registered-deaths,Total registered deaths
1291,,2012,2012,E12000008,South East,week-30,Week 30,total-registered-deaths,Total registered deaths
937,,2012,2012,E12000005,West Midlands,week-34,Week 34,total-registered-deaths,Total registered deaths
844,,2012,2012,E12000007,London,week-19,Week 19,total-registered-deaths,Total registered deaths
997,,2012,2012,E12000009,South West,week-40,Week 40,total-registered-deaths,Total registered deaths
1215,,2016,2016,E12000009,South West,week-8,Week 08,total-registered-deaths,Total registered deaths
588,,2016,2016,E12000001,North East,week-7,Week 07,total-registered-deaths,Total registered deaths
1362,,2017,2017,E12000002,North West,week-16,Week 16,total-registered-deaths,Total registered deaths
776,,2016,2016,E12000005,West Midlands,week-22,Week 22,total-registered-deaths,Total registered deaths
739,,2016,2016,E12000004,East Midlands,week-31,Week 31,total-registered-deaths,Total registered deaths
556,,2012,2012,E12000001,North East,week-17,Week 17,total-registered-deaths,Total registered deaths
1033,,2016,2016,E12000009,South West,week-36,Week 36,total-registered-deaths,Total registered deaths
1828,,2016,2016,E12000008,South East,week-14,Week 14,total-registered-deaths,Total registered deaths
897,,2012,2012,E12000007,London,week-42,Week 42,total-registered-deaths,Total registered deaths
1468,,2016,2016,E12000008,South East,week-23,Week 23,total-registered-deaths,Total registered deaths
1389,,2017,2017,E12000008,South East,week-29,Week 29,total-registered-deaths,Total registered deaths
410,,2017,2017,E12000001,North East,week-15,Week 15,total-registered-deaths,Total registered deaths
11010,,2016,2016,K04000001,England and Wales,week-10,Week 10,total-registered-deaths,Total registered deaths
1365,,2016,2016,E12000008,South East,week-18,Week 18,total-registered-deaths,Total registered deaths
703,,2016,2016,E12000004,East Midlands,week-18,Week 18,total-registered-deaths,Total registered deaths
715,,2017,2017,W92000004,Wales,week-9,Week 09,total-registered-deaths,Total registered deaths
1296,,2017,2017,E12000007,London,week-2,Week 02,total-registered-deaths,Total registered deaths
9038,,2017,2017,K04000001,England and Wales,week-32,Week 32,total-registered-deaths,Total registered deaths
1250,,2016,2016,E12000002,North West,week-34,Week 34,total-registered-deaths,Total registered deaths
956,,2016,2016,E12000005,West Midlands,week-27,Week 27,total-registered-deaths,Total registered deaths
744,,2017,2017,W92000004,Wales,week-1,Week 01,total-registered-deaths,Total registered deaths
1319,,2012,2012,E12000008,South East,week-37,Week 37,total-registered-deaths,Total registered deaths
1122,,2016,2016,E12000009,South West,week-12,Week 12,total-registered-deaths,Total registered deaths
1529,,2016,2016,E12000002,North West,week-49,Week 49,total-registered-deaths,Total registered deaths
917,,2013,2013,E12000003,Yorkshire and The Humber,week-23,Week 23,total-registered-deaths,Total registered deaths
931,,2017,2017,E12000007,London,week-45,Week 45,total-registered-deaths,Total registered deaths
492,,2016,2016,E12000001,North East,week-32,Week 32,total-registered-deaths,Total registered deaths
984,,2012,2012,E12000002,North West,week-23,Week 23,total-registered-deaths,Total registered deaths
1068,,2017,2017,E12000009,South West,week-41,Week 41,total-registered-deaths,Total registered deaths
1098,,2017,2017,E12000009,South West,week-42,Week 42,total-registered-deaths,Total registered deaths
11461,,2012,2012,K04000001,England and Wales,week-51,Week 51,total-registered-deaths,Total registered deaths
1360,,2012,2012,E12000002,North West,week-24,Week 24,total-registered-deaths,Total registered deaths
680,,2016,2016,E12000004,East Midlands,week-22,Week 22,total-registered-deaths,Total registered deaths
8905,,2013,2013,K04000001,England and Wales,week-36,Week 36,total-registered-deaths,Total registered deaths
1399,,2016,2016,E12000008,South East,week-38,Week 38,total-registered-deaths,Total registered deaths
1410,,2016,2016,E12000008,South East,week-24,Week 24,total-registered-deaths,Total registered deaths
853,,2012,2012,E12000003,Yorkshire and The Humber,week-36,Week 36,total-registered-deaths,Total registered deaths
1179,,2012,2012,E12000008,South East,week-52,Week 52,total-registered-deaths,Total registered deaths
1516,,2012,2012,E12000008,South East,week-13,Week 13,total-registered-deaths,Total registered deaths
10393,,2012,2012,K04000001,England and Wales,week-3,Week 03,total-registered-deaths,Total registered deaths
602,,2017,2017,W92000004,Wales,week-21,Week 21,total-registered-deaths,Total registered deaths
1481,,2017,2017,E12000008,South East,week-33,Week 33,total-registered-deaths,Total registered deaths
1542,,2016,2016,E12000008,South East,week-42,Week 42,total-registered-deaths,Total registered deaths
1107,,2017,2017,E12000009,South West,week-12,Week 12,total-registered-deaths,Total registered deaths
644,,2016,2016,W92000004,Wales,week-44,Week 44,total-registered-deaths,Total registered deaths
993,,2017,2017,E12000009,South West,week-36,Week 36,total-registered-deaths,Total registered deaths
9441,,2012,2012,K04000001,England and Wales,week-41,Week 41,total-registered-deaths,Total registered deaths
599,,2013,2013,E12000001,North East,week-5,Week 05,total-registered-deaths,Total registered deaths
473,,2016,2016,E12000001,North East,week-24,Week 24,total-registered-deaths,Total registered deaths
1027,,2017,2017,E12000003,Yorkshire and The Humber,week-46,Week 46,total-registered-deaths,Total registered deaths
1836,,2012,2012,E12000008,South East,week-2,Week 02,total-registered-deaths,Total registered deaths
1483,,2012,2012,E12000008,South East,week-48,Week 48,total-registered-deaths,Total registered deaths
880,,2012,2012,E12000006,East of England,week-14,Week 14,total-registered-deaths,Total registered deaths
1441,,2012,2012,E12000008,South East,week-25,Week 25,total-registered-deaths,Total registered deaths
417,,2013,2013,E12000001,North East,week-32,Week 32,total-registered-deaths,Total registered deaths
1092,,2016,2016,E12000009,South West,week-20,Week 20,total-registered-deaths,Total registered deaths
1420,,2016,2016,E12000002,North West,week-19,Week 19,total-registered-deaths,Total registered deaths
1224,,2017,2017,E12000003,Yorkshire and The Humber,week-6,Week 06,total-registered-deaths,Total registered deaths
1013,,2016,2016,E12000005,West Midlands,week-20,Week 20,total-registered-deaths,Total registered deaths
1190,,2016,2016,E12000006,East of England,week-10,Week 10,total-registered-deaths,Total registered deaths
1370,,2012,2012,E12000002,North West,week-46,Week 46,total-registered-deaths,Total registered deaths
552,,2016,2016,W92000004,Wales,week-36,Week 36,total-registered-deaths,Total registered deaths
696,,2016,2016,W92000004,Wales,week-8,Week 08,total-registered-deaths,Total registered deaths
1463,,2016,2016,E12000008,South East,week-28,Week 28,total-registered-deaths,Total registered deaths
1457,,2012,2012,E12000008,South East,week-20,Week 20,total-registered-deaths,Total registered deaths
1299,,2017,2017,E12000002,North West,week-34,Week 34,total-registered-deaths,Total registered deaths
1074,,2017,2017,E12000009,South West,week-38,Week 38,total-registered-deaths,Total registered deaths
476,,2016,2016,E12000001,North East,week-33,Week 33,total-registered-deaths,Total registered deaths
1145,,2016,2016,E12000009,South West,week-50,Week 50,total-registered-deaths,Total registered deaths
1005,,2010,2010,E12000006,East of England,week-11,Week 11,total-registered-deaths,Total registered deaths
992,,2010,2010,E12000009,South West,week-36,Week 36,total-registered-deaths,Total registered deaths
991,,2011,2011,E12000009,South West,week-14,Week 14,total-registered-deaths,Total registered deaths
984,,2011,2011,E12000006,East of England,week-46,Week 46,total-registered-deaths,Total registered deaths
